  1856         2018
 1909   18.951   18.468   18.488   18.863   19.872   20.969   22.159   22.970   22.830   22.003   20.768   19.724
 1910   18.751   18.362   18.331   18.704   19.540   20.739   22.040   22.796   22.841   21.966   20.984   19.718
 1911   18.808   18.363   18.286   18.697   19.540   20.863   22.163   22.993   22.831   22.046   20.834   19.790
 1912   18.826   18.358   18.378   18.851   19.771   20.954   22.077   22.666   22.707   21.911   20.844   19.730
 1913   18.758   18.408   18.374   18.581   19.440   20.541   21.897   22.628   22.526   21.782   20.613   19.641
 1914   18.844   18.304   18.195   18.640   19.628   20.732   21.907   22.695   22.768   22.053   20.887   19.742
 1915   18.941   18.508   18.600   19.078   20.155   21.406   22.658   23.280   23.156   22.198   21.067   19.984
 1916   19.033   18.529   18.513   18.910   19.915   21.143   22.269   23.054   22.958   22.097   20.836   19.767
 1917   18.782   18.281   18.207   18.726   19.645   20.966   22.137   22.882   22.683   21.833   20.760   19.719
 1918   18.977   18.458   18.494   18.856   19.663   20.701   21.983   22.686   22.603   21.919   20.783   19.757
 1919   18.855   18.577   18.422   18.982   19.740   20.901   22.069   22.888   22.778   22.037   20.858   19.693
 1920   18.623   18.236   18.166   18.706   19.655   20.845   22.080   22.779   22.697   21.916   20.661   19.684
 1921   18.797   18.368   18.303   18.779   19.660   20.881   22.250   22.839   22.751   22.131   20.829   19.869
 1922   18.885   18.403   18.283   18.636   19.595   20.801   21.985   22.779   22.611   21.902   20.743   19.668
 1923   18.729   18.187   18.222   18.620   19.635   20.821   22.042   22.665   22.613   21.927   20.881   19.934
 1924   18.964   18.451   18.525   18.995   19.964   21.040   22.240   22.956   22.780   21.958   20.783   19.711
 1925   18.772   18.342   18.393   18.875   19.843   20.950   22.224   22.964   22.867   22.110   20.929   20.047
 1926   19.134   18.762   18.681   19.165   20.049   21.210   22.512   23.150   23.031   22.376   21.130   20.092
 1927   19.183   18.734   18.676   19.127   20.117   21.298   22.529   23.258   23.096   22.374   21.243   19.981
 1928   19.059   18.566   18.545   18.963   19.945   21.214   22.462   23.205   23.082   22.246   21.058   19.918
 1929   19.020   18.563   18.552   19.049   19.821   20.958   22.200   22.952   22.933   22.153   20.998   19.825
 1930   18.988   18.491   18.550   18.857   19.823   21.073   22.442   23.178   23.288   22.412   21.268   20.157
 1931   19.228   18.735   18.795   19.221   20.162   21.424   22.579   23.263   23.267   22.532   21.176   20.188
 1932   19.293   18.902   18.898   19.285   20.094   21.403   22.659   23.502   23.342   22.454   21.258   20.115
 1933   19.208   18.831   18.744   19.287   20.234   21.405   22.670   23.399   23.252   22.549   21.203   20.024
 1934   19.011   18.488   18.445   18.985   19.833   21.198   22.564   23.200   23.154   22.392   21.143   20.020
 1935   19.167   18.545   18.509   19.136   20.089   21.276   22.459   23.128   22.977   22.206   21.149   20.128
 1936   19.265   18.828   18.855   19.280   20.118   21.362   22.593   23.339   23.190   22.330   21.151   20.078
 1937   19.185   18.771   18.762   19.156   20.084   21.622   23.012   23.719   23.526   22.526   21.390   20.386
 1938   19.344   18.839   18.866   19.326   20.159   21.343   22.608   23.429   23.331   22.586   21.455   20.254
 1939   19.270   18.769   18.637   19.187   20.064   21.355   22.732   23.456   23.324   22.245   20.987   19.959
 1940   19.200   18.500   18.528   19.062   19.963   21.194   22.506   23.242   23.052   22.188   21.010   19.903
 1941   19.079   18.791   18.806   19.162   20.002   21.164   22.501   23.418   23.335   22.656   21.538   20.371
 1942   19.279   18.898   18.870   19.305   20.176   21.446   22.516   23.288   23.257   22.446   21.345   20.139
 1943   19.277   18.799   18.578   18.968   19.847   21.114   22.435   23.162   23.113   22.326   21.295   20.278
 1944   19.451   19.023   19.107   19.422   20.266   21.540   22.783   23.593   23.458   22.616   21.427   20.327
 1945   19.413   19.058   19.052   19.522   20.287   21.370   22.509   23.259   23.128   22.356   21.343   20.195
 1946   19.434   18.903   18.822   19.175   20.070   21.099   22.224   22.991   23.029   22.241   21.096   20.025
 1947   18.986   18.588   18.603   19.020   19.829   21.050   22.275   23.059   22.999   22.170   21.211   20.097
 1948   19.148   18.691   18.725   19.050   19.982   21.260   22.395   23.139   23.000   22.270   21.302   20.128
 1949   19.319   18.881   18.738   19.221   19.966   21.209   22.509   23.266   23.125   22.369   21.278   20.187
 1950   19.280   18.691   18.597   18.995   19.934   21.169   22.385   23.187   23.068   22.178   21.253   20.160
 1951   19.275   18.725   18.718   19.297   20.168   21.503   22.865   23.473   23.311   22.530   21.350   20.249
 1952   19.346   18.912   18.939   19.322   20.178   21.599   22.818   23.576   23.426   22.628   21.429   20.418
 1953   19.443   18.917   18.852   19.447   20.343   21.495   22.792   23.434   23.346   22.424   21.425   20.338
 1954   19.407   18.831   18.814   19.123   20.073   21.321   22.406   23.164   23.058   22.247   21.157   20.031
 1955   19.259   18.778   18.758   19.235   20.182   21.418   22.722   23.355   23.275   22.561   21.573   20.342
 1956   19.372   18.835   18.733   19.205   19.951   20.963   22.366   23.085   22.986   22.242   21.103   20.107
 1957   19.107   18.637   18.702   19.071   19.890   21.218   22.499   23.388   23.298   22.437   21.276   20.170
 1958   19.239   18.935   19.068   19.493   20.215   21.454   22.626   23.350   23.292   22.442   21.380   20.313
 1959   19.293   18.863   18.700   19.146   20.024   21.176   22.433   23.203   23.208   22.405   21.248   20.206
 1960   19.372   18.968   18.818   19.249   20.322   21.557   22.738   23.529   23.296   22.591   21.450   20.236
 1961   19.259   18.835   18.881   19.382   20.215   21.273   22.451   23.232   23.091   22.327   21.269   20.314
 1962   19.350   18.908   18.900   19.245   20.047   21.172   22.464   23.136   23.095   22.366   21.251   20.294
 1963   19.361   18.925   18.871   19.264   19.942   21.199   22.439   23.128   22.891   22.231   21.150   20.046
 1964   19.131   18.783   18.779   19.017   20.070   21.252   22.334   22.970   22.876   22.034   21.044   19.988
 1965   19.011   18.587   18.665   19.069   19.934   21.124   22.292   22.997   22.876   22.060   20.937   19.988
 1966   19.136   18.777   18.736   19.212   20.036   21.209   22.427   23.166   23.101   22.324   21.219   20.195
 1967   19.296   18.857   18.714   19.156   19.851   20.996   22.255   23.048   23.007   22.214   20.984   19.964
 1968   18.970   18.574   18.542   19.018   19.917   20.997   22.259   23.001   22.956   22.203   21.113   19.993
 1969   19.157   18.879   18.960   19.325   20.053   21.290   22.584   23.117   23.002   22.133   21.099   20.091
 1970   19.212   18.729   18.775   19.199   19.999   21.082   22.293   23.080   22.974   22.125   20.986   19.916
 1971   18.980   18.488   18.449   18.769   19.722   20.905   22.147   22.788   22.748   22.089   20.986   19.820
 1972   18.911   18.403   18.323   18.858   19.583   20.782   22.124   22.843   22.815   22.041   20.955   19.780
 1973   18.858   18.393   18.421   18.923   19.886   21.098   22.399   23.096   22.990   22.115   21.026   19.896
 1974   18.959   18.506   18.367   18.667   19.558   20.829   21.991   22.765   22.618   21.826   20.813   19.776
 1975   18.965   18.454   18.461   18.848   19.672   20.984   22.237   23.050   22.791   21.983   20.900   19.818
 1976   18.856   18.354   18.280   18.770   19.575   20.799   22.204   23.053   22.936   22.046   20.828   19.711
 1977   18.854   18.465   18.594   18.982   19.897   21.178   22.409   23.096   22.901   22.118   21.104   19.941
 1978   19.140   18.654   18.622   19.008   19.866   20.956   22.241   23.018   22.946   22.138   21.131   19.967
 1979   19.057   18.653   18.555   18.969   19.955   21.250   22.426   23.133   23.029   22.261   21.169   20.093
 1980   19.251   18.730   18.648   19.209   20.205   21.404   22.574   23.274   23.134   22.291   21.060   19.907
 1981   19.079   18.635   18.795   19.122   20.000   21.241   22.437   23.144   23.114   22.173   21.128   20.157
 1982   19.183   18.740   18.717   19.037   19.895   21.121   22.306   22.953   22.845   21.991   20.850   19.786
 1983   18.968   18.718   18.881   19.282   20.041   21.254   22.522   23.106   22.940   22.170   21.112   20.166
 1984   19.163   18.736   18.678   19.068   19.927   20.987   22.275   23.042   22.950   22.024   20.849   19.854
 1985   18.917   18.498   18.449   18.827   19.758   21.186   22.390   22.988   22.914   22.126   20.980   19.838
 1986   18.931   18.554   18.515   18.906   19.869   21.055   22.297   23.000   22.944   22.055   20.881   19.806
 1987   18.999   18.615   18.778   19.263   20.168   21.522   22.828   23.555   23.360   22.423   21.211   20.223
 1988   19.238   18.718   18.802   19.286   20.239   21.485   22.658   23.267   23.071   22.205   21.133   20.015
 1989   19.058   18.678   18.560   18.946   19.956   21.412   22.727   23.390   23.074   22.255   21.133   20.029
 1990   18.983   18.675   18.637   19.121   20.046   21.268   22.531   23.332   23.318   22.494   21.232   20.148
 1991   19.089   18.722   18.749   19.108   19.954   21.197   22.448   23.173   23.136   22.120   21.026   19.972
 1992   19.096   18.747   18.727   19.058   19.887   21.177   22.338   22.903   22.805   22.085   20.955   19.904
 1993   19.048   18.657   18.578   19.071   19.948   21.149   22.282   23.057   23.013   22.144   20.973   19.897
 1994   18.994   18.537   18.545   19.047   19.907   21.111   22.330   23.053   23.027   22.330   21.275   20.102
 1995   19.230   18.808   18.843   19.325   20.387   21.699   22.878   23.474   23.236   22.493   21.423   20.237
 1996   19.285   18.818   18.771   19.261   20.053   21.214   22.462   23.285   23.183   22.250   21.125   20.043
 1997   19.207   18.817   18.837   19.262   20.161   21.348   22.629   23.311   23.296   22.547   21.353   20.332
 1998   19.431   19.147   19.156   19.548   20.508   21.832   23.059   23.811   23.602   22.782   21.622   20.483
 1999   19.354   18.916   18.906   19.312   20.289   21.526   22.773   23.608   23.377   22.420   21.259   20.221
 2000   19.223   18.823   18.943   19.305   20.235   21.330   22.650   23.407   23.297   22.365   21.257   20.082
 2001   19.182   18.837   18.857   19.253   20.123   21.549   22.715   23.485   23.484   22.659   21.469   20.425
 2002   19.493   19.032   18.990   19.295   20.087   21.237   22.517   23.416   23.281   22.522   21.335   20.219
 2003   19.365   18.857   18.961   19.350   20.289   21.562   22.862   23.728   23.656   22.840   21.542   20.442
